"ORDERNUMBER","QUANTITYORDERED","PRICEEACH","ORDERLINENUMBER","SALES","ORDERDATE","STATUS","QTR_ID","MONTH_ID","YEAR_ID","PRODUCTLINE","MSRP","PRODUCTCODE","CUSTOMERNAME","PHONE","ADDRESSLINE1","ADDRESSLINE2","CITY","STATE","POSTALCODE","COUNTRY","TERRITORY","CONTACTLASTNAME","CONTACTFIRSTNAME","DEALSIZE"
10297,23,72.45,5,1666.35,"9/16/2024 0:00","Shipped",3,9,2024,"Planes",72,"S24_4278","Clover Collections, Co.","+353 1862 1555","25 Maiden Lane","Floor No. 4","Dublin","","2","Ireland","EMEA","Cassidy","Dean","Small"
10297,26,100,2,2856.88,"9/16/2024 0:00","Shipped",3,9,2024,"Motorcycles",99,"S32_1374","Clover Collections, Co.","+353 1862 1555","25 Maiden Lane","Floor No. 4","Dublin","","2","Ireland","EMEA","Cassidy","Dean","Small"
10297,28,79.8,7,2234.4,"9/16/2024 0:00","Shipped",3,9,2024,"Vintage Cars",68,"S32_4289","Clover Collections, Co.","+353 1862 1555","25 Maiden Lane","Floor No. 4","Dublin","","2","Ireland","EMEA","Cassidy","Dean","Small"
10297,35,100,3,3986.5,"9/16/2024 0:00","Shipped",3,9,2024,"Planes",118,"S700_2834","Clover Collections, Co.","+353 1862 1555","25 Maiden Lane","Floor No. 4","Dublin","","2","Ireland","EMEA","Cassidy","Dean","Medium"
10298,39,96.34,1,3757.26,"9/27/2024 0:00","Shipped",3,9,2024,"Motorcycles",118,"S10_2016","Atelier graphique","40.32.2555","54, rue Royale","","Nantes","","44000","France","EMEA","Schmitt","Carine","Medium"
10298,32,48.46,2,1550.72,"9/27/2024 0:00","Shipped",3,9,2024,"Motorcycles",60,"S18_2625","Atelier graphique","40.32.2555","54, rue Royale","","Nantes","","44000","France","EMEA","Schmitt","Carine","Small"
10299,23,100,9,2597.39,"9/30/2024 0:00","Shipped",3,9,2024,"Motorcycles",95,"S10_1678","Toys of Finland, Co.","90-224 8555","Keskuskatu 45","","Helsinki","","21240","Finland","EMEA","Karttunen","Matti","Small"
10299,29,100,11,6683.34,"9/30/2024 0:00","Shipped",3,9,2024,"Motorcycles",193,"S10_4698","Toys of Finland, Co.","90-224 8555","Keskuskatu 45","","Helsinki","","21240","Finland","EMEA","Karttunen","Matti","Medium"
10299,24,100,8,4157.04,"9/30/2024 0:00","Shipped",3,9,2024,"Motorcycles",150,"S12_2823","Toys of Finland, Co.","90-224 8555","Keskuskatu 45","","Helsinki","","21240","Finland","EMEA","Karttunen","Matti","Medium"
10299,39,55.95,3,2182.05,"9/30/2024 0:00","Shipped",3,9,2024,"Motorcycles",62,"S18_3782","Toys of Finland, Co.","90-224 8555","Keskuskatu 45","","Helsinki","","21240","Finland","EMEA","Karttunen","Matti","Small"
10299,49,100,2,7947.31,"9/30/2024 0:00","Shipped",3,9,2024,"Classic Cars",148,"S18_4721","Toys of Finland, Co.","90-224 8555","Keskuskatu 45","","Helsinki","","21240","Finland","EMEA","Karttunen","Matti","Large"
10299,47,100,10,5455.76,"9/30/2024 0:00","Shipped",3,9,2024,"Motorcycles",112,"S24_1578","Toys of Finland, Co.","90-224 8555","Keskuskatu 45","","Helsinki","","21240","Finland","EMEA","Karttunen","Matti","Medium"
10299,33,66.49,6,2194.17,"9/30/2024 0:00","Shipped",3,9,2024,"Motorcycles",69,"S24_2360","Toys of Finland, Co.","90-224 8555","Keskuskatu 45","","Helsinki","","21240","Finland","EMEA","Karttunen","Matti","Small"
10299,32,80.84,1,2586.88,"9/30/2024 0:00","Shipped",3,9,2024,"Classic Cars",80,"S24_4620","Toys of Finland, Co.","90-224 8555","Keskuskatu 45","","Helsinki","","21240","Finland","EMEA","Karttunen","Matti","Small"
10299,24,42.24,4,1013.76,"9/30/2024 0:00","Shipped",3,9,2024,"Motorcycles",40,"S32_2206","Toys of Finland, Co.","90-224 8555","Keskuskatu 45","","Helsinki","","21240","Finland","EMEA","Karttunen","Matti","Small"
10299,38,100,7,4382.16,"9/30/2024 0:00","Shipped",3,9,2024,"Motorcycles",102,"S32_4485","Toys of Finland, Co.","90-224 8555","Keskuskatu 45","","Helsinki","","21240","Finland","EMEA","Karttunen","Matti","Medium"
10299,44,80.55,5,3544.2,"9/30/2024 0:00","Shipped",3,9,2024,"Motorcycles",81,"S50_4713","Toys of Finland, Co.","90-224 8555","Keskuskatu 45","","Helsinki","","21240","Finland","EMEA","Karttunen","Matti","Medium"
10303,46,49.04,2,2255.84,"10/6/2024 0:00","Shipped",4,10,2024,"Vintage Cars",60,"S18_2248","Iberia Gift Imports, Corp.","(95) 555 82 82","C/ Romero, 33","","Sevilla","","41101","Spain","EMEA","Roel","Jose Pedro","Small"
10303,24,40.21,1,965.04,"10/6/2024 0:00","Shipped",4,10,2024,"Vintage Cars",41,"S24_3969","Iberia Gift Imports, Corp.","(95) 555 82 82","C/ Romero, 33","","Sevilla","","41101","Spain","EMEA","Roel","Jose Pedro","Small"
10304,47,100,6,10172.7,"10/11/2024 0:00","Shipped",4,10,2024,"Classic Cars",214,"S10_1949","Auto Assoc. & Cie.","30.59.8555","67, avenue de l'Europe","","Versailles","","78000","France","EMEA","Tonini","Daniel","Large"
10304,39,100,3,6396,"10/11/2024 0:00","Shipped",4,10,2024,"Trucks and Buses",136,"S12_1666","Auto Assoc. & Cie.","30.59.8555","67, avenue de l'Europe","","Versailles","","78000","France","EMEA","Tonini","Daniel","Medium"
10304,46,98,5,4508,"10/11/2024 0:00","Shipped",4,10,2024,"Trucks and Buses",116,"S18_1097","Auto Assoc. & Cie.","30.59.8555","67, avenue de l'Europe","","Versailles","","78000","France","EMEA","Tonini","Daniel","Medium"
10304,37,95.55,13,3535.35,"10/11/2024 0:00","Shipped",4,10,2024,"Vintage Cars",102,"S18_1342","Auto Assoc. & Cie.","30.59.8555","67, avenue de l'Europe","","Versailles","","78000","France","EMEA","Tonini","Daniel","Medium"
10304,37,48.52,12,1795.24,"10/11/2024 0:00","Shipped",4,10,2024,"Vintage Cars",53,"S18_1367","Auto Assoc. & Cie.","30.59.8555","67, avenue de l'Europe","","Versailles","","78000","France","EMEA","Tonini","Daniel","Small"
10304,24,100,17,2440.8,"10/11/2024 0:00","Shipped",4,10,2024,"Vintage Cars",127,"S18_2325","Auto Assoc. & Cie.","30.59.8555","67, avenue de l'Europe","","Versailles","","78000","France","EMEA","Tonini","Daniel","Small"
10304,20,100,14,3577.6,"10/11/2024 0:00","Shipped",4,10,2024,"Vintage Cars",168,"S18_2795","Auto Assoc. & Cie.","30.59.8555","67, avenue de l'Europe","","Versailles","","78000","France","EMEA","Tonini","Daniel","Medium"
10304,46,100,7,4613.8,"10/11/2024 0:00","Shipped",4,10,2024,"Vintage Cars",101,"S18_2949","Auto Assoc. & Cie.","30.59.8555","67, avenue de l'Europe","","Versailles","","78000","France","EMEA","Tonini","Daniel","Medium"
10304,24,64.96,9,1559.04,"10/11/2024 0:00","Shipped",4,10,2024,"Vintage Cars",62,"S18_2957","Auto Assoc. & Cie.","30.59.8555","67, avenue de l'Europe","","Versailles","","78000","France","EMEA","Tonini","Daniel","Small"
10304,26,85.87,8,2232.62,"10/11/2024 0:00","Shipped",4,10,2024,"Vintage Cars",104,"S18_3136","Auto Assoc. & Cie.","30.59.8555","67, avenue de l'Europe","","Versailles","","78000","France","EMEA","Tonini","Daniel","Small"
10304,38,100,11,3958.46,"10/11/2024 0:00","Shipped",4,10,2024,"Vintage Cars",99,"S18_3320","Auto Assoc. & Cie.","30.59.8555","67, avenue de l'Europe","","Versailles","","78000","France","EMEA","Tonini","Daniel","Medium"
10304,34,49.3,4,1676.2,"10/11/2024 0:00","Shipped",4,10,2024,"Vintage Cars",50,"S18_4668","Auto Assoc. & Cie.","30.59.8555","67, avenue de l'Europe","","Versailles","","78000","France","EMEA","Tonini","Daniel","Small"
10304,23,30.2,16,694.6,"10/11/2024 0:00","Shipped",4,10,2024,"Vintage Cars",33,"S24_1937","Auto Assoc. & Cie.","30.59.8555","67, avenue de l'Europe","","Versailles","","78000","France","EMEA","Tonini","Daniel","Small"
10304,44,39.42,15,1734.48,"10/11/2024 0:00","Shipped",4,10,2024,"Vintage Cars",44,"S24_2022","Auto Assoc. & Cie.","30.59.8555","67, avenue de l'Europe","","Versailles","","78000","France","EMEA","Tonini","Daniel","Small"
10304,33,100,10,3342.57,"10/11/2024 0:00","Shipped",4,10,2024,"Vintage Cars",97,"S24_4258","Auto Assoc. & Cie.","30.59.8555","67, avenue de l'Europe","","Versailles","","78000","France","EMEA","Tonini","Daniel","Medium"
10304,36,73.04,2,2629.44,"10/11/2024 0:00","Shipped",4,10,2024,"Trucks and Buses",64,"S32_3522","Auto Assoc. & Cie.","30.59.8555","67, avenue de l'Europe","","Versailles","","78000","France","EMEA","Tonini","Daniel","Small"
10304,40,100,1,4208,"10/11/2024 0:00","Shipped",4,10,2024,"Classic Cars",101,"S700_2824","Auto Assoc. & Cie.","30.59.8555","67, avenue de l'Europe","","Versailles","","78000","France","EMEA","Tonini","Daniel","Medium"
10305,38,100,13,6680.78,"10/13/2024 0:00","Shipped",4,10,2024,"Classic Cars",147,"S10_4962","Marta's Replicas Co.","6175558555","39323 Spinnaker Dr.","","Cambridge","MA","51247","USA",NA,"Hernandez","Marta","Medium"
10305,38,100,5,4773.18,"10/13/2024 0:00","Shipped",4,10,2024,"Trucks and Buses",118,"S12_4473","Marta's Replicas Co.","6175558555","39323 Spinnaker Dr.","","Cambridge","MA","51247","USA",NA,"Hernandez","Marta","Medium"
10305,27,100,4,3934.44,"10/13/2024 0:00","Shipped",4,10,2024,"Classic Cars",163,"S18_2238","Marta's Replicas Co.","6175558555","39323 Spinnaker Dr.","","Cambridge","MA","51247","USA",NA,"Hernandez","Marta","Medium"
10305,36,100,8,4816.08,"10/13/2024 0:00","Shipped",4,10,2024,"Trucks and Buses",122,"S18_2319","Marta's Replicas Co.","6175558555","39323 Spinnaker Dr.","","Cambridge","MA","51247","USA",NA,"Hernandez","Marta","Medium"
10305,41,53.48,11,2192.68,"10/13/2024 0:00","Shipped",4,10,2024,"Trucks and Buses",60,"S18_2432","Marta's Replicas Co.","6175558555","39323 Spinnaker Dr.","","Cambridge","MA","51247","USA",NA,"Hernandez","Marta","Small"
10305,37,100,9,7455.87,"10/13/2024 0:00","Shipped",4,10,2024,"Classic Cars",169,"S18_3232","Marta's Replicas Co.","6175558555","39323 Spinnaker Dr.","","Cambridge","MA","51247","USA",NA,"Hernandez","Marta","Large"
10305,22,99.29,14,2184.38,"10/13/2024 0:00","Shipped",4,10,2024,"Trucks and Buses",121,"S18_4600","Marta's Replicas Co.","6175558555","39323 Spinnaker Dr.","","Cambridge","MA","51247","USA",NA,"Hernandez","Marta","Small"
10305,45,61.85,2,2783.25,"10/13/2024 0:00","Shipped",4,10,2024,"Classic Cars",57,"S24_1444","Marta's Replicas Co.","6175558555","39323 Spinnaker Dr.","","Cambridge","MA","51247","USA",NA,"Hernandez","Marta","Small"
10305,24,100,10,3189.6,"10/13/2024 0:00","Shipped",4,10,2024,"Trucks and Buses",127,"S24_2300","Marta's Replicas Co.","6175558555","39323 Spinnaker Dr.","","Cambridge","MA","51247","USA",NA,"Hernandez","Marta","Medium"
10305,48,31.47,6,1510.56,"10/13/2024 0:00","Shipped",4,10,2024,"Classic Cars",35,"S24_2840","Marta's Replicas Co.","6175558555","39323 Spinnaker Dr.","","Cambridge","MA","51247","USA",NA,"Hernandez","Marta","Small"
10305,36,100,1,4641.48,"10/13/2024 0:00","Shipped",4,10,2024,"Classic Cars",118,"S24_4048","Marta's Replicas Co.","6175558555","39323 Spinnaker Dr.","","Cambridge","MA","51247","USA",NA,"Hernandez","Marta","Medium"
10305,28,100,12,3155.04,"10/13/2024 0:00","Shipped",4,10,2024,"Trucks and Buses",96,"S32_1268","Marta's Replicas Co.","6175558555","39323 Spinnaker Dr.","","Cambridge","MA","51247","USA",NA,"Hernandez","Marta","Medium"
10305,40,57.9,7,2316,"10/13/2024 0:00","Shipped",4,10,2024,"Trucks and Buses",54,"S32_2509","Marta's Replicas Co.","6175558555","39323 Spinnaker Dr.","","Cambridge","MA","51247","USA",NA,"Hernandez","Marta","Small"
10305,42,100,3,4618.32,"10/13/2024 0:00","Shipped",4,10,2024,"Trucks and Buses",115,"S50_1392","Marta's Replicas Co.","6175558555","39323 Spinnaker Dr.","","Cambridge","MA","51247","USA",NA,"Hernandez","Marta","Medium"
10306,31,100,13,6570.76,"10/14/2024 0:00","Shipped",4,10,2024,"Classic Cars",207,"S12_1108","AV Stores, Co.","(171) 555-1555","Fauntleroy Circus","","Manchester","","EC2 5NT","UK","EMEA","Ashworth","Victoria","Medium"
10306,34,100,14,4982.7,"10/14/2024 0:00","Shipped",4,10,2024,"Classic Cars",151,"S12_3148","AV Stores, Co.","(171) 555-1555","Fauntleroy Circus","","Manchester","","EC2 5NT","UK","EMEA","Ashworth","Victoria","Medium"
10306,20,100,12,3633.4,"10/14/2024 0:00","Shipped",4,10,2024,"Classic Cars",173,"S12_3891","AV Stores, Co.","(171) 555-1555","Fauntleroy Circus","","Manchester","","EC2 5NT","UK","EMEA","Ashworth","Victoria","Medium"
10306,32,100,9,3759.04,"10/14/2024 0:00","Shipped",4,10,2024,"Vintage Cars",136,"S18_3140","AV Stores, Co.","(171) 555-1555","Fauntleroy Circus","","Manchester","","EC2 5NT","UK","EMEA","Ashworth","Victoria","Medium"
10306,40,91.76,11,3670.4,"10/14/2024 0:00","Shipped",4,10,2024,"Trains",100,"S18_3259","AV Stores, Co.","(171) 555-1555","Fauntleroy Circus","","Manchester","","EC2 5NT","UK","EMEA","Ashworth","Victoria","Medium"
10306,23,100,16,3600.65,"10/14/2024 0:00","Shipped",4,10,2024,"Classic Cars",143,"S18_4027","AV Stores, Co.","(171) 555-1555","Fauntleroy Circus","","Manchester","","EC2 5NT","UK","EMEA","Ashworth","Victoria","Medium"
10306,39,90.4,8,3525.6,"10/14/2024 0:00","Shipped",4,10,2024,"Vintage Cars",87,"S18_4522","AV Stores, Co.","(171) 555-1555","Fauntleroy Circus","","Manchester","","EC2 5NT","UK","EMEA","Ashworth","Victoria","Medium"
10306,29,100,7,3207.4,"10/14/2024 0:00","Shipped",4,10,2024,"Ships",122,"S24_2011","AV Stores, Co.","(171) 555-1555","Fauntleroy Circus","","Manchester","","EC2 5NT","UK","EMEA","Ashworth","Victoria","Medium"
10306,31,84.08,2,2606.48,"10/14/2024 0:00","Shipped",4,10,2024,"Vintage Cars",88,"S24_3151","AV Stores, Co.","(171) 555-1555","Fauntleroy Circus","","Manchester","","EC2 5NT","UK","EMEA","Ashworth","Victoria","Small"
10306,46,50.33,17,2315.18,"10/14/2024 0:00","Shipped",4,10,2024,"Trains",62,"S32_3207","AV Stores, Co.","(171) 555-1555","Fauntleroy Circus","","Manchester","","EC2 5NT","UK","EMEA","Ashworth","Victoria","Small"
10306,34,60.34,15,2051.56,"10/14/2024 0:00","Shipped",4,10,2024,"Trains",58,"S50_1514","AV Stores, Co.","(171) 555-1555","Fauntleroy Circus","","Manchester","","EC2 5NT","UK","EMEA","Ashworth","Victoria","Small"
10306,50,54,3,2700,"10/14/2024 0:00","Shipped",4,10,2024,"Ships",66,"S700_1138","AV Stores, Co.","(171) 555-1555","Fauntleroy Circus","","Manchester","","EC2 5NT","UK","EMEA","Ashworth","Victoria","Small"
10306,38,91.81,10,3488.78,"10/14/2024 0:00","Shipped",4,10,2024,"Ships",86,"S700_1938","AV Stores, Co.","(171) 555-1555","Fauntleroy Circus","","Manchester","","EC2 5NT","UK","EMEA","Ashworth","Victoria","Medium"
10306,43,75.17,1,3232.31,"10/14/2024 0:00","Shipped",4,10,2024,"Ships",72,"S700_2610","AV Stores, Co.","(171) 555-1555","Fauntleroy Circus","","Manchester","","EC2 5NT","UK","EMEA","Ashworth","Victoria","Medium"
10306,32,90.15,4,2884.8,"10/14/2024 0:00","Shipped",4,10,2024,"Ships",100,"S700_3505","AV Stores, Co.","(171) 555-1555","Fauntleroy Circus","","Manchester","","EC2 5NT","UK","EMEA","Ashworth","Victoria","Small"
10306,30,100,5,3515.7,"10/14/2024 0:00","Shipped",4,10,2024,"Ships",99,"S700_3962","AV Stores, Co.","(171) 555-1555","Fauntleroy Circus","","Manchester","","EC2 5NT","UK","EMEA","Ashworth","Victoria","Medium"
10306,35,59.51,6,2082.85,"10/14/2024 0:00","Shipped",4,10,2024,"Ships",54,"S72_3212","AV Stores, Co.","(171) 555-1555","Fauntleroy Circus","","Manchester","","EC2 5NT","UK","EMEA","Ashworth","Victoria","Small"
10307,22,100,9,2692.8,"10/14/2024 0:00","Shipped",4,10,2024,"Classic Cars",136,"S10_4757","Classic Gift Ideas, Inc","2155554695","782 First Street","","Philadelphia","PA","71270","USA",NA,"Cervantes","Francisca","Small"
10307,39,100,1,7379.97,"10/14/2024 0:00","Shipped",4,10,2024,"Planes",157,"S18_1662","Classic Gift Ideas, Inc","2155554695","782 First Street","","Philadelphia","PA","71270","USA",NA,"Cervantes","Francisca","Large"
10307,31,83.44,7,2586.64,"10/14/2024 0:00","Shipped",4,10,2024,"Ships",86,"S18_3029","Classic Gift Ideas, Inc","2155554695","782 First Street","","Philadelphia","PA","71270","USA",NA,"Cervantes","Francisca","Small"
10307,48,86.81,6,4166.88,"10/14/2024 0:00","Shipped",4,10,2024,"Vintage Cars",105,"S18_3856","Classic Gift Ideas, Inc","2155554695","782 First Street","","Philadelphia","PA","71270","USA",NA,"Cervantes","Francisca","Medium"
10307,25,75.36,2,1884,"10/14/2024 0:00","Shipped",4,10,2024,"Planes",68,"S24_2841","Classic Gift Ideas, Inc","2155554695","782 First Street","","Philadelphia","PA","71270","USA",NA,"Cervantes","Francisca","Small"
10307,22,71.67,3,1576.74,"10/14/2024 0:00","Shipped",4,10,2024,"Vintage Cars",65,"S24_3420","Classic Gift Ideas, Inc","2155554695","782 First Street","","Philadelphia","PA","71270","USA",NA,"Cervantes","Francisca","Small"
10307,22,91.41,8,2011.02,"10/14/2024 0:00","Shipped",4,10,2024,"Vintage Cars",83,"S24_3816","Classic Gift Ideas, Inc","2155554695","782 First Street","","Philadelphia","PA","71270","USA",NA,"Cervantes","Francisca","Small"
10307,34,97.76,5,3323.84,"10/14/2024 0:00","Shipped",4,10,2024,"Ships",90,"S700_2047","Classic Gift Ideas, Inc","2155554695","782 First Street","","Philadelphia","PA","71270","USA",NA,"Cervantes","Francisca","Medium"
10307,34,53.63,4,1823.42,"10/14/2024 0:00","Shipped",4,10,2024,"Planes",49,"S72_1253","Classic Gift Ideas, Inc","2155554695","782 First Street","","Philadelphia","PA","71270","USA",NA,"Cervantes","Francisca","Small"
10308,34,100,2,4043.96,"10/15/2024 0:00","Shipped",4,10,2024,"Motorcycles",118,"S10_2016","Mini Classics","9145554562","3758 North Pendale Street","","White Plains","NY","24067","USA",NA,"Frick","Steve","Medium"
10308,20,100,1,4570.4,"10/15/2024 0:00","Shipped",4,10,2024,"Motorcycles",193,"S10_4698","Mini Classics","9145554562","3758 North Pendale Street","","White Plains","NY","24067","USA",NA,"Frick","Steve","Medium"
10308,27,82.79,7,2235.33,"10/15/2024 0:00","Shipped",4,10,2024,"Planes",84,"S18_2581","Mini Classics","9145554562","3758 North Pendale Street","","White Plains","NY","24067","USA",NA,"Frick","Steve","Small"
10308,34,52.09,3,1771.06,"10/15/2024 0:00","Shipped",4,10,2024,"Motorcycles",60,"S18_2625","Mini Classics","9145554562","3758 North Pendale Street","","White Plains","NY","24067","USA",NA,"Frick","Steve","Small"
10308,31,100,9,3493.7,"10/15/2024 0:00","Shipped",4,10,2024,"Planes",109,"S24_1785","Mini Classics","9145554562","3758 North Pendale Street","","White Plains","NY","24067","USA",NA,"Frick","Steve","Medium"
10308,47,63.22,4,2971.34,"10/15/2024 0:00","Shipped",4,10,2024,"Motorcycles",76,"S24_2000","Mini Classics","9145554562","3758 North Pendale Street","","White Plains","NY","24067","USA",NA,"Frick","Steve","Small"
10308,43,76.43,16,3286.49,"10/15/2024 0:00","Shipped",4,10,2024,"Planes",68,"S24_3949","Mini Classics","9145554562","3758 North Pendale Street","","White Plains","NY","24067","USA",NA,"Frick","Steve","Medium"
10308,44,83.32,8,3666.08,"10/15/2024 0:00","Shipped",4,10,2024,"Planes",72,"S24_4278","Mini Classics","9145554562","3758 North Pendale Street","","White Plains","NY","24067","USA",NA,"Frick","Steve","Medium"
10308,24,79.91,5,1917.84,"10/15/2024 0:00","Shipped",4,10,2024,"Motorcycles",99,"S32_1374","Mini Classics","9145554562","3758 North Pendale Street","","White Plains","NY","24067","USA",NA,"Frick","Steve","Small"
10308,46,66.04,10,3037.84,"10/15/2024 0:00","Shipped",4,10,2024,"Vintage Cars",68,"S32_4289","Mini Classics","9145554562","3758 North Pendale Street","","White Plains","NY","24067","USA",NA,"Frick","Steve","Medium"
10308,47,43.64,11,2051.08,"10/15/2024 0:00","Shipped",4,10,2024,"Vintage Cars",43,"S50_1341","Mini Classics","9145554562","3758 North Pendale Street","","White Plains","NY","24067","USA",NA,"Frick","Steve","Small"
10308,21,100,12,2224.95,"10/15/2024 0:00","Shipped",4,10,2024,"Planes",91,"S700_1691","Mini Classics","9145554562","3758 North Pendale Street","","White Plains","NY","24067","USA",NA,"Frick","Steve","Small"
10308,35,88.75,14,3106.25,"10/15/2024 0:00","Shipped",4,10,2024,"Planes",99,"S700_2466","Mini Classics","9145554562","3758 North Pendale Street","","White Plains","NY","24067","USA",NA,"Frick","Steve","Medium"
10308,31,100,6,4009.23,"10/15/2024 0:00","Shipped",4,10,2024,"Planes",118,"S700_2834","Mini Classics","9145554562","3758 North Pendale Street","","White Plains","NY","24067","USA",NA,"Frick","Steve","Medium"
10308,21,87.2,13,1831.2,"10/15/2024 0:00","Shipped",4,10,2024,"Planes",80,"S700_3167","Mini Classics","9145554562","3758 North Pendale Street","","White Plains","NY","24067","USA",NA,"Frick","Steve","Small"
10308,39,68.11,15,2656.29,"10/15/2024 0:00","Shipped",4,10,2024,"Planes",74,"S700_4002","Mini Classics","9145554562","3758 North Pendale Street","","White Plains","NY","24067","USA",NA,"Frick","Steve","Small"
10309,41,100,5,4394.38,"10/15/2024 0:00","Shipped",4,10,2024,"Motorcycles",95,"S10_1678","Baane Mini Imports","07-98 9555","Erling Skakkes gate 78","","Stavern","","4110","Norway","EMEA","Bergulfsen","Jonas","Medium"
10309,26,100,4,4660.24,"10/15/2024 0:00","Shipped",4,10,2024,"Motorcycles",150,"S12_2823","Baane Mini Imports","07-98 9555","Erling Skakkes gate 78","","Stavern","","4110","Norway","EMEA","Bergulfsen","Jonas","Medium"
10309,21,100,6,2650.62,"10/15/2024 0:00","Shipped",4,10,2024,"Motorcycles",112,"S24_1578","Baane Mini Imports","07-98 9555","Erling Skakkes gate 78","","Stavern","","4110","Norway","EMEA","Bergulfsen","Jonas","Small"
10309,24,56.1,2,1346.4,"10/15/2024 0:00","Shipped",4,10,2024,"Motorcycles",69,"S24_2360","Baane Mini Imports","07-98 9555","Erling Skakkes gate 78","","Stavern","","4110","Norway","EMEA","Bergulfsen","Jonas","Small"
10309,50,84.7,3,4235,"10/15/2024 0:00","Shipped",4,10,2024,"Motorcycles",102,"S32_4485","Baane Mini Imports","07-98 9555","Erling Skakkes gate 78","","Stavern","","4110","Norway","EMEA","Bergulfsen","Jonas","Medium"
10309,28,88.68,1,2483.04,"10/15/2024 0:00","Shipped",4,10,2024,"Motorcycles",81,"S50_4713","Baane Mini Imports","07-98 9555","Erling Skakkes gate 78","","Stavern","","4110","Norway","EMEA","Bergulfsen","Jonas","Small"
10310,33,100,10,6934.62,"10/16/2024 0:00","Shipped",4,10,2024,"Classic Cars",194,"S12_1099","Toms Spezialitten, Ltd","0221-5554327","Mehrheimerstr. 369","","Koln","","50739","Germany","EMEA","Pfalzheim","Henriette","Medium"
10310,24,100,8,3100.32,"10/16/2024 0:00","Shipped",4,10,2024,"Classic Cars",117,"S12_3380","Toms Spezialitten, Ltd","0221-5554327","Mehrheimerstr. 369","","Koln","","50739","Germany","EMEA","Pfalzheim","Henriette","Medium"
10310,49,81.4,11,3988.6,"10/16/2024 0:00","Shipped",4,10,2024,"Classic Cars",79,"S12_3990","Toms Spezialitten, Ltd","0221-5554327","Mehrheimerstr. 369","","Koln","","50739","Germany","EMEA","Pfalzheim","Henriette","Medium"
10310,25,100,7,2504.75,"10/16/2024 0:00","Shipped",4,10,2024,"Classic Cars",115,"S12_4675","Toms Spezialitten, Ltd","0221-5554327","Mehrheimerstr. 369","","Koln","","50739","Germany","EMEA","Pfalzheim","Henriette","Small"
10310,37,100,2,6231.91,"10/16/2024 0:00","Shipped",4,10,2024,"Classic Cars",141,"S18_1129","Toms Spezialitten, Ltd","0221-5554327","Mehrheimerstr. 369","","Koln","","50739","Germany","EMEA","Pfalzheim","Henriette","Medium"
10310,20,91.63,6,1832.6,"10/16/2024 0:00","Shipped",4,10,2024,"Classic Cars",77,"S18_1889","Toms Spezialitten, Ltd","0221-5554327","Mehrheimerstr. 369","","Koln","","50739","Germany","EMEA","Pfalzheim","Henriette","Small"
10310,24,100,1,3448.08,"10/16/2024 0:00","Shipped",4,10,2024,"Classic Cars",142,"S18_1984","Toms Spezialitten, Ltd","0221-5554327","Mehrheimerstr. 369","","Koln","","50739","Germany","EMEA","Pfalzheim","Henriette","Medium"
10310,48,100,3,8940.96,"10/16/2024 0:00","Shipped",4,10,2024,"Classic Cars",169,"S18_3232","Toms Spezialitten, Ltd","0221-5554327","Mehrheimerstr. 369","","Koln","","50739","Germany","EMEA","Pfalzheim","Henriette","Large"
10310,27,80.41,13,2171.07,"10/16/2024 0:00","Shipped",4,10,2024,"Classic Cars",80,"S18_3278","Toms Spezialitten, Ltd","0221-5554327","Mehrheimerstr. 369","","Koln","","50739","Germany","EMEA","Pfalzheim","Henriette","Small"
10310,49,100,12,6266.12,"10/16/2024 0:00","Shipped",4,10,2024,"Classic Cars",146,"S18_3482","Toms Spezialitten, Ltd","0221-5554327","Mehrheimerstr. 369","","Koln","","50739","Germany","EMEA","Pfalzheim","Henriette","Medium"
10310,42,67.14,16,2819.88,"10/16/2024 0:00","Shipped",4,10,2024,"Motorcycles",62,"S18_3782","Toms Spezialitten, Ltd","0221-5554327","Mehrheimerstr. 369","","Koln","","50739","Germany","EMEA","Pfalzheim","Henriette","Small"
10310,40,100,15,5356.8,"10/16/2024 0:00","Shipped",4,10,2024,"Classic Cars",148,"S18_4721","Toms Spezialitten, Ltd","0221-5554327","Mehrheimerstr. 369","","Koln","","50739","Germany","EMEA","Pfalzheim","Henriette","Medium"
10310,33,41.91,4,1383.03,"10/16/2024 0:00","Shipped",4,10,2024,"Classic Cars",37,"S24_2972","Toms Spezialitten, Ltd","0221-5554327","Mehrheimerstr. 369","","Koln","","50739","Germany","EMEA","Pfalzheim","Henriette","Small"
10310,38,56.94,9,2163.72,"10/16/2024 0:00","Shipped",4,10,2024,"Classic Cars",61,"S24_3371","Toms Spezialitten, Ltd","0221-5554327","Mehrheimerstr. 369","","Koln","","50739","Germany","EMEA","Pfalzheim","Henriette","Small"
10310,45,100,5,5497.65,"10/16/2024 0:00","Shipped",4,10,2024,"Classic Cars",140,"S24_3856","Toms Spezialitten, Ltd","0221-5554327","Mehrheimerstr. 369","","Koln","","50739","Germany","EMEA","Pfalzheim","Henriette","Medium"
10310,49,97.01,14,4753.49,"10/16/2024 0:00","Shipped",4,10,2024,"Classic Cars",80,"S24_4620","Toms Spezialitten, Ltd","0221-5554327","Mehrheimerstr. 369","","Koln","","50739","Germany","EMEA","Pfalzheim","Henriette","Medium"
